V0,V1,V10,V12,V15,V16,V20,V24,V3,V31,V36,V37,V4,V6,V8,target,type
4.147084173342497,5.841183571163104,0.262782324061552,1.4955790537481986,0.3059095800574934,1.8927895997046684,0.35441416064098125,0.5315866987086514,0.9210875361883574,15.555189921277076,0.0,0.01828438360708482,1.2057383856165576,1.8643575923805382,3.7993732072752358,0.175,train
4.9882707412953184,7.279839912854853,0.49378606804812053,1.4639596848263656,0.3059095800574934,2.7474078519015306,0.3531288706914168,0.531820186117481,0.9645378337425566,21.939735467763974,0.3697340544542122,0.4078342648580545,1.1105080351197838,2.1482362424485077,5.377114539806128,0.6759999999999999,train
5.090223852486195,7.783637429514933,0.6559888297304972,1.4961012347230993,0.28852443237838543,3.2678504382818794,0.3524257876536081,0.5690349334037306,0.9110780384818993,24.904402564131257,0.611878522360005,0.4264508472047143,1.0812179957606054,2.401542196054224,5.529583953288306,0.633,train
4.481727975505068,7.025645571089097,0.45465114788021704,1.526600606756269,0.2926780820651992,3.5722133310099005,0.33412564154843605,0.6776848088257413,0.8563137982662621,24.92999528935037,0.5114825521490631,0.48873618547852565,1.2621259003926424,2.6316639923063887,5.546472682653187,0.206,train
4.3814159965704835,8.064593746904086,0.3987231838722759,1.6422535725144967,0.29465998977223795,3.6360960723610836,0.3237188305832414,0.5504629404380441,0.8679690832842625,25.564336506024734,0.38080151758257247,0.49959719245584916,1.1627091249397585,2.8180145923555475,5.334857861520861,0.384,train
3.9171267295588077,8.019889233353599,0.3455495680423232,1.6957228194150338,0.3147813897221245,3.7353882667613933,0.31878741985018266,0.5311196901355064,0.8708913536912779,25.959725261153157,0.39893706852638844,0.3875235202349486,1.2080093464210633,2.9157934730258317,5.7375356808223215,0.06,train
4.813194973636627,7.20167554176233,0.3976788695470325,1.7714105924480743,0.3147813897221245,3.7353882667613933,0.3268853339044678,0.531820186117481,0.9073006536686414,24.472871039014777,0.4063526487121169,0.32913080474234857,1.1213405367414622,3.233778268077618,6.381211562799037,0.415,train
5.024333970674326,7.630693501240601,0.43775248287292695,1.683235235584004,0.32521066985727537,4.478034837798741,0.3330117276669158,0.5311196901355064,0.9295033838406136,26.90343569219634,0.46020904310590516,0.38539282450904677,1.133693364122567,3.4583085182880553,6.4465241694970015,0.609,train
4.9434797770293555,8.967899543469468,0.4976026757451945,1.7492193784752832,0.328999175500232,4.684507270719174,0.3327637171846552,0.5311196901355064,0.9352197351139161,29.308199875568334,0.4501063702044261,0.4311887067502467,1.2590167926003124,3.622759022410887,6.473899355912694,0.981,train
5.427605098034123,9.920678049843179,0.4841776995728305,1.9303991960737705,0.33084437009763107,4.745211428576315,0.33356912046334436,0.18934502247941543,0.9786248792896807,34.37155769868935,0.47126228230992845,0.35085665176110153,1.635539946545121,3.5842650530610656,7.056517191913692,0.818,train
5.3297943769947445,10.200219432572053,0.4790650105117316,2.1876063347707166,0.38183643251836047,4.674105681135796,0.33089811851120826,0.00848458388710332,0.9847241808573235,32.36640479723174,0.42740440603735347,0.44785377997210674,1.3903758684382257,3.504672137949771,6.832826629145218,0.877,train
5.275539685067674,10.239978224372198,0.6418639208690141,2.4637659892043753,0.38836239698167646,4.931207952315193,0.3281441644347821,0.008219749541802397,1.0289277043343077,34.15097407736908,0.42740440603735347,0.5133868061549696,1.4044544841412852,3.622759022410887,7.28318083289818,1.077,train
2.2767885611700853,3.3903000576077185,0.4577066540185754,1.3222031021495295,0.4200314268222484,4.955144885121476,0.2722648718359336,0.007954895334898644,1.1430974767975866,12.952833074167145,0.5288662131957985,0.7332532777869476,0.9839940213622695,3.289639634749557,2.8503708542767554,-1.099,train
