V0,V1,V10,V12,V15,V16,V20,V24,V3,V31,V36,V37,V4,V6,V8,target,type
0.5074825006320265,0.35707021681666373,0.13495883705442566,0.3034714059950676,0.5397353595096417,0.13601291660226228,0.6946289721369983,0.5924700491496102,0.5813574626878074,0.26715703289430515,0.0,0.02089610237402775,0.3536799139991261,0.16575894575815955,0.3040605287999503,0.175,train
0.6104192738344628,0.4450149502074434,0.25359694087279033,0.2970554466919889,0.5397353595096417,0.19742445493751082,0.6921098864578333,0.5927302781901809,0.6087817342653722,0.37681022602214287,0.17545710590693445,0.46608880743500153,0.32574594210639035,0.19099843090351334,0.43032579354421696,0.6759999999999999,train
0.6228953697253885,0.4758119772677813,0.33690047417490926,0.30357736294481213,0.5090616587025338,0.23482264970182112,0.6907318888998443,0.6342072812967972,0.5750398262409105,0.42772774416195564,0.29036663895722703,0.4873645594061856,0.3171542785041007,0.21351971544439155,0.44252778791540365,0.633,train
0.5484331701733185,0.42947610818645987,0.23349816393663336,0.30976606108796695,0.5163902020144765,0.2566936937692118,0.65486477891755,0.7553009753033476,0.5404745992815505,0.42816729369930107,0.24272378278609733,0.5585466584552452,0.37022009519807847,0.23397971008202276,0.4438793782176174,0.20600000000000002,train
0.5361579011444674,0.4929867727426957,0.20477487363052613,0.3332334719467833,0.5198870054443412,0.26128420819991144,0.6344680984042678,0.6135082126182237,0.5478309977331113,0.439061967319292,0.18070916485806438,0.570959038252136,0.34105811693505217,0.2505480332040411,0.42694402838354667,0.384,train
0.4793423969513633,0.49025399604569875,0.17746615193466234,0.3440830405427977,0.5553884468629074,0.2684191908510904,0.6248028503721499,0.5919495534469212,0.5496754301484498,0.4458526839350626,0.18931538125684022,0.442876901140676,0.35434605620013293,0.2592414964342491,0.4591699835590902,0.06,train
0.5889950912864886,0.44023678006549943,0.2042385382915438,0.35944102168154635,0.5553884468629074,0.2684191908510904,0.6406742413623083,0.5927302781901809,0.5726556762395779,0.4203162832647293,0.19283444103057237,0.3761434423021701,0.32892344585650235,0.2875133390305003,0.5106828037987147,0.415,train
0.6148323643484599,0.4664625498847222,0.22481940601293837,0.3415491560161414,0.5737894765466279,0.32178461833823396,0.6526815793152255,0.5919495534469212,0.5866692442994981,0.4620607071057757,0.21839196536753272,0.4404418594694274,0.3325469076106549,0.307476192572012,0.515909714830213,0.609,train
0.6049381623833081,0.5482056496538222,0.255557061052599,0.35493815111232924,0.580473773438609,0.33662140622202974,0.6521954947127924,0.5919495534469212,0.5902772004833713,0.5033620134409292,0.2135977471237343,0.4927791689563182,0.3693080988730689,0.32209739094307765,0.5181005271572605,0.981,train
0.664181022728909,0.6064487820095096,0.24866230822561194,0.39170176708217413,0.5837293653988388,0.34098351258679543,0.65377403336548,0.21103096643901714,0.6176729728657053,0.5903240922939095,0.22363727436266387,0.4009725824701995,0.4797538458895607,0.3186749145879242,0.5647269251545746,0.818,train
0.6522118349268494,0.6235370828519966,0.24603655106187985,0.44389226267430637,0.6736978428084638,0.33587396417313237,0.6485390412386624,0.009456334864693793,0.6215226335594176,0.5558860235616156,0.20282454167194716,0.5118246606501,0.4078397299462564,0.31159835494476,0.5468251642344572,0.877,train
0.6455726384265338,0.6259675287086434,0.3296462523384398,0.4999284570834617,0.6852120091026119,0.35434893348489943,0.6431414682806275,0.009161168680216067,0.6494223143615094,0.5865356161598831,0.20282454167194716,0.5867183433371301,0.4119694181526567,0.32209739094307765,0.582866618934984,1.077,train
